时间,位移,载荷,拉伸应力,拉伸应变 (位移)
(s),(mm),(N),(MPa),(mm/mm)
316.036,5.26509,34200.27734,431.98865,0.0526
316.136,5.26677,34205.61719,432.05609,0.05262
316.236,5.26833,34206.16016,432.06296,0.05263
316.336,5.26997,34210.74609,432.12088,0.05265
316.436,5.27146,34209.87109,432.10983,0.05266
316.536,5.27329,34222.57422,432.27029,0.05268
316.636,5.27502,34229.50781,432.35788,0.0527
316.736,5.27659,34230.79297,432.37411,0.05271
316.836,5.27828,34237.89844,432.46387,0.05273
316.936,5.27986,34241.25781,432.50629,0.05275
317.036,5.28161,34250.24219,432.61978,0.05276
317.136,5.28335,34258.53906,432.72458,0.05278
317.236,5.28499,34262.35156,432.77274,0.0528
317.336,5.2867,34268.8125,432.85434,0.05281
317.436,5.28819,34267.04688,432.83203,0.05283
317.536,5.2899,34274.75391,432.92938,0.05285
317.636,5.29161,34281.80469,433.01843,0.05286
317.736,5.29325,34286.03906,433.07193,0.05288
317.836,5.29512,34298.11719,433.22449,0.0529
317.936,5.29668,34297.73047,433.2196,0.05291
318.036,5.2983,34300.74219,433.25763,0.05293
318.136,5.29994,34304.95703,433.31088,0.05295
318.236,5.30154,34308.0625,433.3501,0.05296
318.336,5.30343,34322.46875,433.53207,0.05298
318.436,5.30501,34323.99219,433.5513,0.053
318.536,5.30652,34323.60938,433.54648,0.05301
318.636,5.3083,34334.25,433.68088,0.05303
318.736,5.30999,34340.05078,433.75415,0.05305
318.836,5.31186,34352.16406,433.90717,0.05307
318.936,5.31339,34351.03125,433.89285,0.05308
319.036,5.31483,34347.61719,433.84973,0.0531
319.136,5.31647,34353.09766,433.91895,0.05311
319.236,5.31824,34362.9375,434.04324,0.05313
319.336,5.3201,34374.91797,434.19458,0.05315
319.436,5.32174,34378.36328,434.2381,0.05316
319.536,5.32306,34370.33984,434.13675,0.05318
319.636,5.32474,34378.02344,434.2338,0.05319
319.736,5.32647,34387.37109,434.35187,0.05321
319.836,5.32842,34404.05469,434.56259,0.05323
319.936,5.33016,34410.53516,434.64444,0.05325
320.036,5.33141,34399.39453,434.50372,0.05326
320.136,5.33308,34406.72266,434.59628,0.05328
320.236,5.33492,34418.97266,434.75104,0.0533
320.336,5.33689,34434.71094,434.94983,0.05332
320.436,5.33852,34436.26562,434.96945,0.05333
320.536,5.33973,34423.60547,434.80954,0.05334
320.636,5.34138,34430.6875,434.89899,0.05336
320.736,5.34332,34447.09375,435.10623,0.05338
320.836,5.34529,34462.37891,435.29929,0.0534
320.936,5.34694,34464.59375,435.32727,0.05342
321.036,5.34807,34448.89062,435.12894,0.05343
321.136,5.34968,34454.88281,435.20462,0.05344
321.236,5.35163,34472.85938,435.43167,0.05346
321.336,5.35368,34491.85938,435.67166,0.05348
321.436,5.35528,34491.87891,435.67191,0.0535
321.536,5.35644,34477.10938,435.48535,0.05351
321.636,5.35809,34484.29297,435.57611,0.05353
321.736,5.36009,34502.62109,435.80762,0.05355
321.836,5.36196,34513.69531,435.94748,0.05357
321.936,5.36349,34512.07031,435.92697,0.05358
322.036,5.36478,34502.88281,435.81091,0.05359
322.136,5.36632,34505.61719,435.84546,0.05361
322.236,5.36828,34523.70703,436.07394,0.05363
322.336,5.37025,34539.11719,436.26859,0.05365
322.436,5.37177,34537.42969,436.24728,0.05366
322.536,5.37303,34527.76953,436.12524,0.05368
322.636,5.37459,34531.94141,436.17795,0.05369
322.736,5.37665,34554.43359,436.46207,0.05371
322.836,5.37853,34566.58594,436.61554,0.05373
322.936,5.38006,34564.94531,436.59482,0.05375
323.036,5.38147,34560.44531,436.53799,0.05376
323.136,5.383,34562.05859,436.55838,0.05378
323.236,5.38499,34581.10547,436.79895,0.0538
323.336,5.38685,34591.65234,436.93216,0.05381
323.436,5.38845,34592.40625,436.94168,0.05383
323.536,5.38992,34589.24219,436.90173,0.05385
323.636,5.39139,34587.81641,436.88373,0.05386
323.736,5.3934,34607.05469,437.12671,0.05388
323.836,5.39525,34617.28516,437.25595,0.0539
323.936,5.39664,34610.875,437.17499,0.05391
324.036,5.39819,34612.26953,437.1926,0.05393
324.136,5.39974,34614.96875,437.22668,0.05394
324.236,5.4017,34632.52344,437.44843,0.05396
324.336,5.40353,34642.92188,437.57977,0.05398
324.436,5.40504,34640.73047,437.55209,0.054
324.536,5.40666,34643.82031,437.59113,0.05401
324.636,5.40817,34643.64844,437.58893,0.05403
324.736,5.40997,34654.79297,437.72971,0.05405
324.836,5.41171,34662.03516,437.8212,0.05406
324.936,5.41324,34661.92188,437.81976,0.05408
325.036,5.41492,34668.19141,437.89896,0.0541
325.136,5.4165,34670.55859,437.92883,0.05411
325.236,5.41823,34678.65625,438.03113,0.05413
325.336,5.41997,34686.50391,438.13025,0.05415
325.436,5.42152,34687.71094,438.14551,0.05416
325.536,5.42326,34696.96484,438.26239,0.05418
325.636,5.42489,34701.03906,438.31384,0.05419
325.736,5.42652,34705.71094,438.37286,0.05421
325.836,5.4283,34715.48047,438.49625,0.05423
325.936,5.42984,34715.39453,438.49518,0.05424
326.036,5.43166,34726.68359,438.63776,0.05426
326.136,5.43333,34731.70703,438.70123,0.05428
326.236,5.43497,34734.90234,438.74158,0.0543
326.336,5.43663,34739.64062,438.80142,0.05431
326.436,5.43824,34743,438.84387,0.05433
326.536,5.4401,34754.41797,438.9881,0.05435
326.636,5.44179,34759.01562,439.04617,0.05436
326.736,5.44323,34755.37109,439.00012,0.05438
326.836,5.44489,34761.78516,439.08115,0.05439
326.936,5.44651,34766.27344,439.13785,0.05441
327.036,5.44841,34781.57812,439.33115,0.05443
327.136,5.45023,34791.62891,439.4581,0.05445
327.236,5.45162,34784.78906,439.3717,0.05446
327.336,5.45326,34789.41797,439.43018,0.05448
327.436,5.45497,34796.35156,439.51776,0.0545
327.536,5.45684,34809.15234,439.67944,0.05451
327.636,5.45859,34815.6875,439.76199,0.05453
327.736,5.45991,34806.58984,439.64706,0.05454
327.836,5.46146,34808.61328,439.67264,0.05456
327.936,5.46321,34818.03125,439.7916,0.05458
328.036,5.46506,34830.22656,439.94565,0.0546
328.136,5.46688,34839.65234,440.0647,0.05461
328.236,5.46818,34829.75781,439.93973,0.05463
328.336,5.46972,34832.38672,439.97293,0.05464
328.436,5.47147,34842.89062,440.10559,0.05466
328.536,5.47341,34859.30469,440.31293,0.05468
328.636,5.47529,34870.59766,440.45557,0.0547
328.736,5.47651,34857.60938,440.2915,0.05471
328.836,5.47807,34860.18359,440.32404,0.05473
328.936,5.47982,34869.67188,440.44388,0.05474
329.036,5.48177,34885.98828,440.64996,0.05476
329.136,5.4836,34895.00391,440.76385,0.05478
329.236,5.4849,34884.92578,440.63654,0.05479
329.336,5.48643,34885.52734,440.64413,0.05481
329.436,5.48826,34897.57031,440.79626,0.05483
329.536,5.49014,34910.02344,440.95355,0.05485
329.636,5.49184,34914.85156,441.01456,0.05486
329.736,5.49319,34907.73047,440.92459,0.05488
329.836,5.49468,34907.94531,440.92731,0.05489
329.936,5.49654,34922.65625,441.11313,0.05491
330.036,5.49853,34939.75,441.32904,0.05493
330.136,5.5003,34946.18359,441.41031,0.05495
330.236,5.50157,34935.21094,441.2717,0.05496
330.336,5.50306,34934.44141,441.26199,0.05498
330.436,5.50493,34948.74609,441.44266,0.05499
330.536,5.50685,34963.16406,441.62479,0.05501
330.636,5.50855,34967.75781,441.6828,0.05503
330.736,5.50983,34957.48438,441.55304,0.05504
330.836,5.51129,34956.73828,441.54361,0.05506
330.936,5.51319,34972.69922,441.74524,0.05508
331.036,5.51507,34985.48438,441.90671,0.0551
331.136,5.51671,34989.28516,441.95471,0.05511
331.236,5.51815,34985.62109,441.90845,0.05513
331.336,5.51964,34986.32031,441.91727,0.05514
331.436,5.52151,35001.30469,442.10654,0.05516
331.536,5.52344,35016.20703,442.29477,0.05518
331.636,5.52518,35021.68359,442.36395,0.0552
331.736,5.52654,35013.93359,442.26605,0.05521
331.836,5.52799,35012.32031,442.2457,0.05522
331.936,5.52986,35027.29688,442.43484,0.05524
332.036,5.53185,35043.63281,442.6412,0.05526
332.136,5.53347,35044.41797,442.65112,0.05528
332.236,5.53495,35041.0625,442.60873,0.05529
332.336,5.53643,35039.9375,442.59451,0.05531
332.436,5.53829,35053.60156,442.76712,0.05533
332.536,5.54013,35065.16406,442.91318,0.05535
332.636,5.54173,35066.80078,442.93384,0.05536
332.736,5.5433,35067.98047,442.94873,0.05538
332.836,5.54481,35068.20312,442.95154,0.05539
332.936,5.54665,35081.15234,443.11511,0.05541
333.036,5.54853,35093.26172,443.26807,0.05543
333.136,5.55008,35092.20312,443.2547,0.05545
333.236,5.55177,35097.09375,443.31647,0.05546
333.336,5.55324,35094.45312,443.28311,0.05548
333.436,5.55498,35103.05469,443.39175,0.05549
333.536,5.55682,35114.20312,443.53259,0.05551
333.636,5.55835,35112.90234,443.51614,0.05553
333.736,5.55997,35115.72656,443.55182,0.05554
333.836,5.56154,35118.12109,443.58206,0.05556
333.936,5.56316,35122.70703,443.63998,0.05558
334.036,5.56495,35133.55859,443.77707,0.05559
334.136,5.56655,35136.51953,443.81445,0.05561
334.236,5.5683,35146.01562,443.93442,0.05563
334.336,5.56993,35149.47656,443.97812,0.05564
334.436,5.57162,35155.17578,444.05011,0.05566
334.536,5.57331,35160.92188,444.12268,0.05568
334.636,5.5749,35162.69531,444.14508,0.05569
334.736,5.57666,35171.32422,444.25409,0.05571
334.836,5.57835,35176.82031,444.32352,0.05573
334.936,5.57992,35177.25,444.32895,0.05574
335.036,5.58163,35183.91797,444.41315,0.05576
335.136,5.58332,35189.19531,444.47983,0.05578
335.236,5.58506,35196.60938,444.57346,0.05579
335.336,5.58667,35199.60156,444.61127,0.05581
335.436,5.58819,35199.22266,444.60648,0.05583
335.536,5.58989,35206.6875,444.70078,0.05584
335.636,5.59154,35211.77734,444.76505,0.05586
335.736,5.5934,35224.43359,444.92493,0.05588
335.836,5.59519,35233.01953,445.03336,0.0559
335.936,5.59656,35225.49219,444.93829,0.05591
336.036,5.59819,35230.35156,444.99966,0.05593
336.136,5.59991,35237.75781,445.09323,0.05594
336.236,5.60178,35250.58594,445.25525,0.05596
336.336,5.60353,35257.41016,445.34146,0.05598
336.436,5.60489,35249.63281,445.24323,0.05599
336.536,5.60647,35253.09375,445.28693,0.05601
336.636,5.60817,35260.01172,445.3743,0.05603
336.736,5.60993,35269.27344,445.4913,0.05604
336.836,5.61172,35279.40234,445.61923,0.05606
336.936,5.61314,35275.10938,445.565,0.05608
337.036,5.61467,35276.75,445.58572,0.05609
337.136,5.61653,35290.8125,445.76337,0.05611
337.236,5.61839,35303.55078,445.92426,0.05613
337.336,5.62025,35314.15625,446.05823,0.05615
337.436,5.62151,35302.45703,445.91043,0.05616
337.536,5.62297,35301.17578,445.89426,0.05617
337.636,5.62482,35315.57422,446.07614,0.05619
337.736,5.62676,35330.97266,446.27063,0.05621
337.836,5.62865,35342.24609,446.41302,0.05623
337.936,5.62988,35328.39453,446.23807,0.05624
338.036,5.63138,35328.48828,446.23926,0.05626
338.136,5.63322,35341.43359,446.40277,0.05628
338.236,5.6351,35354.51172,446.56796,0.05629
338.336,5.63692,35363.96484,446.68735,0.05631
338.436,5.63822,35353.62891,446.55679,0.05633
338.536,5.63966,35351.40234,446.52869,0.05634
338.636,5.64157,35367.96484,446.73788,0.05636
338.736,5.64362,35386.61328,446.97345,0.05638
338.836,5.64536,35391.54688,447.03577,0.0564
338.936,5.6466,35378.75,446.87411,0.05641
339.036,5.64804,35376.69141,446.84811,0.05642
339.136,5.64994,35392.625,447.04938,0.05644
339.236,5.652,35411.55078,447.28842,0.05646
339.336,5.65357,35410.26953,447.27225,0.05648
339.436,5.6549,35401.23828,447.15817,0.05649
339.536,5.65632,35398.9375,447.12912,0.05651
339.636,5.6581,35410.83984,447.27945,0.05652
339.736,5.66005,35427.76172,447.49319,0.05654
339.836,5.6618,35434.86719,447.58295,0.05656
339.936,5.66325,35430.55469,447.52847,0.05658
340.036,5.66468,35428.17578,447.49841,0.05659
340.136,5.66657,35443.1875,447.68802,0.05661
340.236,5.66857,35460.35156,447.90485,0.05663
340.336,5.67009,35457.80469,447.87265,0.05664
340.436,5.67151,35453.01953,447.81223,0.05666
340.536,5.67304,35454.26562,447.82797,0.05667
340.636,5.67496,35468.30859,448.00534,0.05669
340.736,5.67697,35486.97656,448.24115,0.05671
340.836,5.67842,35480.73047,448.16223,0.05673
340.936,5.67996,35480.43359,448.15851,0.05674
341.036,5.68147,35480.23828,448.15604,0.05676
341.136,5.68319,35488.80078,448.26419,0.05678
341.236,5.68512,35503.94141,448.45541,0.05679
341.336,5.6867,35504.86719,448.46713,0.05681
341.436,5.68826,35505.9375,448.48065,0.05683
341.536,5.68979,35506.34766,448.48581,0.05684
341.636,5.69159,35517.72266,448.62949,0.05686
341.736,5.6936,35535.14453,448.84955,0.05688
341.836,5.69505,35529.75,448.7814,0.05689
341.936,5.69659,35530.15234,448.7865,0.05691
342.036,5.69817,35532.53516,448.81659,0.05692
342.136,5.69992,35541.16406,448.9256,0.05694
342.236,5.70181,35554.25391,449.09094,0.05696
342.336,5.7033,35551.26953,449.05322,0.05698
342.436,5.70487,35552.67969,449.07104,0.05699
342.536,5.70645,35555.69922,449.10919,0.05701
342.636,5.7081,35561.52734,449.1828,0.05702
342.736,5.70995,35574.47656,449.34637,0.05704
342.836,5.71157,35577.38672,449.38312,0.05706
342.936,5.71329,35584.92188,449.4783,0.05708
343.036,5.71488,35586.58594,449.49933,0.05709
343.136,5.71655,35591.73828,449.56439,0.05711
343.236,5.71836,35602.27734,449.69751,0.05713
343.336,5.71986,35600.48828,449.67493,0.05714
343.436,5.72161,35608.73828,449.77911,0.05716
343.536,5.7233,35613.74219,449.84235,0.05718
343.636,5.72499,35618.93359,449.9079,0.05719
343.736,5.72672,35625.28516,449.98813,0.05721
343.836,5.72824,35624.23828,449.97491,0.05723
343.936,5.73,35632.51562,450.07947,0.05724
344.036,5.73168,35638.10156,450.15002,0.05726
344.136,5.73325,35639.34375,450.16571,0.05728
344.236,5.73495,35646.44141,450.25537,0.05729
344.336,5.73662,35651.44141,450.31851,0.05731
344.436,5.73842,35661.12891,450.44089,0.05733
344.536,5.74019,35668.08594,450.52875,0.05734
344.636,5.74164,35664.11328,450.47858,0.05736
344.736,5.74329,35669.22656,450.54315,0.05738
344.836,5.74497,35674.60938,450.61115,0.05739
344.936,5.74681,35685.77734,450.75223,0.05741
345.036,5.7486,35693.79297,450.85345,0.05743
345.136,5.7499,35683.34375,450.72147,0.05744
345.236,5.75153,35688.16016,450.78232,0.05746
345.336,5.75312,35691.92969,450.82993,0.05747
345.436,5.75496,35704.69141,450.99112,0.05749
345.536,5.75686,35718.23438,451.1622,0.05751
345.636,5.7582,35710.375,451.06293,0.05752
345.736,5.75976,35712.71484,451.09247,0.05754
345.836,5.76147,35721.14453,451.19894,0.05756
345.936,5.76343,35737.25,451.40237,0.05758
346.036,5.76533,35748.76953,451.54788,0.0576
346.136,5.7665,35733.21875,451.35147,0.05761
346.236,5.768,35733.51953,451.35526,0.05762
346.336,5.76978,35744.12891,451.48926,0.05764
346.436,5.77178,35761.56641,451.70953,0.05766
346.536,5.77365,35772,451.84131,0.05768
346.636,5.77495,35760.57422,451.69699,0.05769
346.736,5.77642,35759.17188,451.67929,0.05771
346.836,5.77808,35766.05859,451.76627,0.05772
346.936,5.78001,35782.21094,451.97028,0.05774
347.036,5.78195,35796.57031,452.15167,0.05776
347.136,5.78326,35786.72656,452.02731,0.05777
347.236,5.78469,35783.82812,451.99072,0.05779
347.336,5.78652,35796.99219,452.15698,0.05781
347.436,5.78849,35813.66016,452.36752,0.05783
347.536,5.79037,35823.99609,452.49808,0.05785
347.636,5.79159,35809.64062,452.31674,0.05786
347.736,5.79303,35807.26953,452.2868,0.05787
347.836,5.79482,35818.94141,452.43423,0.05789
347.936,5.79684,35837.28125,452.66589,0.05791
348.036,5.7987,35846.57422,452.78326,0.05793
348.136,5.79989,35831.56641,452.59369,0.05794
348.236,5.80122,35825.92188,452.5224,0.05795
348.336,5.80402,35882.41406,453.23596,0.05798
348.436,5.80474,35845.75391,452.77292,0.05799
348.536,5.80614,35842.1875,452.72787,0.058
348.636,5.80837,35871.39453,453.09677,0.05803
348.736,5.80966,35860.99609,452.96542,0.05804
348.836,5.81144,35871.61719,453.09958,0.05806
348.936,5.81348,35889.94141,453.33105,0.05808
349.036,5.81523,35895.44141,453.40051,0.05809
349.136,5.81656,35885.59766,453.27618,0.05811
349.236,5.81798,35881.86328,453.229,0.05812
349.336,5.81983,35895.78906,453.40491,0.05814
349.436,5.8218,35911.46875,453.60297,0.05816
349.536,5.82357,35917.54297,453.67969,0.05818
349.636,5.82501,35912.16016,453.61169,0.05819
349.736,5.82641,35907.39844,453.55154,0.05821
349.836,5.82818,35918.03125,453.68585,0.05822
349.936,5.8302,35936.52344,453.91943,0.05824
350.036,5.83191,35941.20312,453.97855,0.05826
350.136,5.83336,35936.77734,453.92264,0.05828
350.236,5.83478,35932.98047,453.87466,0.05829
350.336,5.83661,35945.39453,454.03149,0.05831
350.436,5.83853,35959.39453,454.20831,0.05833
350.536,5.84014,35960.07812,454.21695,0.05834
350.636,5.84174,35961.23828,454.2316,0.05836
350.736,5.84324,35959.50391,454.20969,0.05837
350.836,5.8449,35965.27344,454.28256,0.05839
350.936,5.84679,35978.35938,454.44788,0.05841
351.036,5.84844,35980.41406,454.47382,0.05843
351.136,5.85002,35981.17578,454.48343,0.05844
351.236,5.85148,35979.32422,454.46005,0.05846
351.336,5.85311,35984.92969,454.53085,0.05847
351.436,5.85504,36000.75781,454.73077,0.05849
351.536,5.85666,36003.48438,454.76523,0.05851
351.636,5.85825,36005.12109,454.78589,0.05852
351.736,5.85996,36011.99609,454.87274,0.05854
351.836,5.86161,36016.40234,454.92841,0.05856
351.936,5.86328,36021.30469,454.99033,0.05857
352.036,5.86491,36024.87109,455.03537,0.05859
352.136,5.86658,36029.95703,455.09961,0.05861
352.236,5.86837,36039.71094,455.22281,0.05863
352.336,5.86989,36038.64844,455.20938,0.05864
352.436,5.87168,36047.71875,455.32394,0.05866
352.536,5.87329,36050.15625,455.35474,0.05867
352.636,5.87495,36055.19531,455.4184,0.05869
352.736,5.87676,36065.85156,455.55298,0.05871
352.836,5.87827,36064.53906,455.53641,0.05872
352.936,5.87993,36070.04297,455.60593,0.05874
353.036,5.88163,36076.71094,455.69016,0.05876
353.136,5.88332,36082.52734,455.76364,0.05877
353.236,5.88517,36094.14844,455.9104,0.05879
353.336,5.88662,36089.29688,455.84912,0.05881
353.436,5.8882,36091.78516,455.88055,0.05882
353.536,5.8899,36098.51172,455.96552,0.05884
353.636,5.89166,36106.71094,456.06909,0.05886
353.736,5.89356,36119.74609,456.23373,0.05888
353.836,5.89494,36111.71094,456.13226,0.05889
353.936,5.8965,36112.93359,456.14771,0.05891
354.036,5.89812,36117.60156,456.20667,0.05892
354.136,5.89987,36126.67578,456.32126,0.05894
354.236,5.90182,36143.04297,456.52802,0.05896
354.336,5.90323,36136.75781,456.44861,0.05897
354.436,5.90471,36135.40234,456.43149,0.05899
354.536,5.90651,36146.92969,456.57709,0.05901
354.636,5.90837,36158.60156,456.72452,0.05902
354.736,5.9102,36168.33203,456.84744,0.05904
354.836,5.91157,36160.15234,456.74411,0.05906
354.936,5.91304,36158.46875,456.72284,0.05907
355.036,5.91477,36167.07422,456.83154,0.05909
355.136,5.9167,36182.30078,457.02386,0.05911
355.236,5.91868,36196.79297,457.20694,0.05913
355.336,5.9199,36181.89844,457.0188,0.05914
355.436,5.92132,36179.01562,456.98239,0.05915
355.536,5.92315,36192.17969,457.14865,0.05917
355.636,5.92517,36210.6875,457.38245,0.05919
355.736,5.92704,36220.48047,457.50613,0.05921
355.836,5.92829,36207.60547,457.34351,0.05922
355.936,5.92971,36204.19531,457.30045,0.05924
356.036,5.93158,36218.46875,457.48071,0.05926
356.136,5.93359,36235.05469,457.69022,0.05928
356.236,5.93541,36242.91406,457.78949,0.05929
356.336,5.93664,36229.00781,457.61383,0.05931
356.436,5.93804,36225.12109,457.56476,0.05932
356.536,5.93998,36241.96484,457.7775,0.05934
356.636,5.9419,36255.22266,457.94498,0.05936
356.736,5.94359,36259.05078,457.99332,0.05938
356.836,5.94491,36250.13672,457.88074,0.05939
356.936,5.94628,36245.75,457.82532,0.0594
357.036,5.94809,36259.21484,457.99539,0.05942
357.136,5.95008,36277.67188,458.22852,0.05944
357.236,5.95193,36288.00781,458.35907,0.05946
357.336,5.95327,36278.70703,458.24161,0.05947
357.436,5.95464,36273.46484,458.17538,0.05949
357.536,5.9565,36288.19141,458.36139,0.05951
357.636,5.95853,36306.51562,458.59286,0.05953
357.736,5.96015,36307.00391,458.59903,0.05954
357.836,5.96162,36303.36328,458.55304,0.05956
357.936,5.96302,36298.81641,458.49561,0.05957
358.036,5.96479,36309.78125,458.63409,0.05959
358.136,5.96681,36327.62109,458.85944,0.05961
358.236,5.96854,36332.69141,458.92349,0.05963
358.336,5.96994,36326.58594,458.84637,0.05964
358.436,5.97133,36322.45703,458.79422,0.05965
358.536,5.97316,36336.13281,458.96695,0.05967
358.636,5.97518,36354.87109,459.20364,0.05969
358.736,5.97682,36356.14062,459.21967,0.05971
358.836,5.97829,36353.08984,459.18115,0.05972
358.936,5.97976,36350.35938,459.14667,0.05974
359.036,5.98155,36361.23438,459.28403,0.05976
359.136,5.98347,36375.51562,459.46442,0.05977
359.236,5.98513,36378.29297,459.49948,0.05979
359.336,5.98669,36377.77734,459.49298,0.05981
359.436,5.98818,36376.18359,459.47284,0.05982
359.536,5.98986,36382.57031,459.55353,0.05984
359.636,5.99178,36396.79688,459.73322,0.05986
359.736,5.99333,36395.75391,459.72003,0.05987
359.836,5.99483,36394.875,459.70892,0.05989
359.936,5.99647,36399.94531,459.77298,0.0599
360.036,5.9981,36405.54297,459.84369,0.05992
360.136,5.99999,36419.38672,460.01855,0.05994
360.137,6.00001,36419.5,460.01999,0.05994
360.138,6.00003,36419.61328,460.02142,0.05994
360.238,6.00137,36456.47656,460.48703,0.05995
360.338,6.00944,36652.86328,462.96762,0.06003
360.359,6.01728,36904.66016,466.1481,0.06011
360.384,6.02746,37157.89844,469.3468,0.06021
360.484,6.05021,37167.85938,469.47263,0.06044
360.584,6.06578,37179.65625,469.62161,0.0606
360.684,6.08303,37222.39062,470.16141,0.06077
360.784,6.09924,37238.23438,470.36154,0.06093
360.884,6.11609,37290.58984,471.02283,0.0611
360.984,6.13365,37342.59375,471.67972,0.06128
361.084,6.14949,37349.37891,471.76541,0.06143
361.184,6.16602,37406.11328,472.48203,0.0616
361.284,6.18316,37458.12891,473.13904,0.06177
361.384,6.19905,37479.0625,473.40347,0.06193
361.484,6.21613,37540.49609,474.17944,0.0621
361.584,6.23359,37594.08984,474.85638,0.06227
361.684,6.2494,37609.51953,475.0513,0.06243
361.784,6.26609,37664.76172,475.74905,0.0626
361.884,6.28324,37715.55469,476.39062,0.06277
361.984,6.29908,37740.13672,476.70114,0.06293
362.084,6.31629,37802.79297,477.49255,0.0631
362.184,6.33341,37843.45312,478.00613,0.06327
362.284,6.34944,37873.82812,478.3898,0.06343
362.384,6.36634,37930.50391,479.10568,0.0636
362.484,6.38292,37964.23438,479.53174,0.06377
362.584,6.39933,38007.61719,480.07971,0.06393
362.684,6.4165,38068.99609,480.85501,0.0641
362.784,6.43338,38100.81641,481.25693,0.06427
362.884,6.44935,38132.65234,481.65906,0.06443
362.984,6.46652,38195.14453,482.44839,0.0646
363.084,6.4829,38218.70312,482.74597,0.06476
363.184,6.49921,38263.36328,483.31009,0.06493
363.284,6.51661,38327.48047,484.11996,0.0651
363.384,6.53316,38352.42578,484.43503,0.06527
363.484,6.54919,38385.92578,484.85818,0.06543
363.584,6.56658,38452.73438,485.70206,0.0656
363.684,6.58269,38474.89844,485.98203,0.06576
363.784,6.59919,38525.04297,486.61539,0.06593
363.884,6.6169,38588.82812,487.42108,0.0661
363.984,6.63291,38602.55469,487.59445,0.06626
364.084,6.64957,38656.67188,488.27802,0.06643
364.184,6.6665,38698.57031,488.80725,0.0666
364.284,6.68247,38728.16797,489.18109,0.06676
364.384,6.69927,38787.19141,489.92664,0.06693
364.484,6.71694,38837.67578,490.5643,0.0671
364.584,6.73288,38854.60938,490.7782,0.06726
364.684,6.74932,38906.25,491.43048,0.06743
364.784,6.76623,38947.46484,491.95108,0.06759
364.884,6.78254,38988.55859,492.47012,0.06776
364.984,6.79954,39047.28516,493.21191,0.06793
365.084,6.81678,39081.34375,493.64212,0.0681
365.184,6.83287,39108.39453,493.9838,0.06826
365.284,6.84977,39170.12109,494.76346,0.06843
365.384,6.86617,39193.91797,495.06406,0.06859
365.484,6.88247,39235.11328,495.58441,0.06876
365.584,6.89989,39303.21875,496.44464,0.06893
365.684,6.91672,39328.27344,496.76111,0.0691
365.784,6.93265,39349.1875,497.0253,0.06926
365.884,6.94982,39414.39453,497.84894,0.06943
365.984,6.96605,39443.19141,498.21265,0.06959
366.084,6.98232,39480.51172,498.68405,0.06975
366.184,7.00017,39548.87891,499.54761,0.06993
366.284,7.01668,39568.72266,499.79828,0.0701
366.384,7.03258,39597.02344,500.15573,0.07026
366.484,7.04987,39657.04297,500.91385,0.07043
366.584,7.06606,39682.84375,501.23975,0.07059
366.684,7.08251,39729.3125,501.82669,0.07075
366.784,7.10008,39781.45312,502.48529,0.07093
366.884,7.11656,39804.17188,502.77225,0.07109
366.984,7.1326,39843.08594,503.26379,0.07125
367.084,7.14954,39887.05469,503.81915,0.07142
367.184,7.16592,39919.21875,504.22543,0.07159
367.284,7.18277,39973.98438,504.91718,0.07176
367.384,7.20025,40018.39062,505.47809,0.07193
367.484,7.2161,40027.41406,505.59207,0.07209
367.584,7.23288,40090.41406,506.38782,0.07226
367.684,7.24969,40126.72266,506.84644,0.07242
367.784,7.26579,40150.36328,507.14505,0.07259
367.884,7.28303,40213.4375,507.94174,0.07276
367.984,7.30016,40250.05859,508.40433,0.07293
368.084,7.31585,40260.11719,508.53137,0.07309
368.184,7.33305,40327.99609,509.38876,0.07326
368.284,7.34973,40356.92188,509.75412,0.07342
368.384,7.36561,40379.58984,510.04044,0.07358
368.484,7.3833,40446.86719,510.89023,0.07376
368.584,7.40017,40476.92969,511.26996,0.07393
368.684,7.41572,40489.52344,511.42905,0.07408
368.784,7.43316,40555.27734,512.25958,0.07426
368.884,7.4497,40584.70312,512.63129,0.07442
368.984,7.46585,40614.04297,513.00183,0.07458
369.084,7.48334,40668.79297,513.69342,0.07476
369.184,7.49995,40693.64062,514.00726,0.07492
369.284,7.51598,40724.4375,514.39624,0.07508
369.384,7.53293,40768.52734,514.95319,0.07525
369.484,7.54948,40796.58984,515.30762,0.07542
369.584,7.56598,40844.19141,515.90887,0.07558
369.684,7.58327,40888.95703,516.47437,0.07576
369.784,7.59969,40903.96875,516.66394,0.07592
369.884,7.61609,40948.64844,517.22833,0.07608
369.984,7.63319,40995.03516,517.81421,0.07626
370.084,7.64935,41011.07031,518.01678,0.07642
370.184,7.66626,41051.88672,518.53235,0.07659
370.284,7.68324,41097.84375,519.11279,0.07676
370.384,7.69947,41116.05859,519.3429,0.07692
370.484,7.71626,41165.78516,519.97101,0.07709
370.584,7.73328,41205.84766,520.47705,0.07726
370.684,7.74892,41215.80859,520.60284,0.07741
370.784,7.76622,41279.77344,521.41077,0.07758
370.884,7.78352,41318.01562,521.89386,0.07776
370.984,7.79929,41327.25781,522.01056,0.07792
371.084,7.81638,41381.69141,522.69812,0.07809
371.184,7.83305,41411.26562,523.07172,0.07825
371.284,7.84902,41436.38672,523.38898,0.07841
371.384,7.86639,41494.49219,524.12292,0.07859
371.484,7.88335,41519.51562,524.43903,0.07875
